State,County,metro,Min. Wage,ftmw1,ftmw2,avtw1,avtw2,"aftw2
",fmr0,fmr1,fmr2,fmr3,fmr4,fmr0F1,fmr0F2,fmr0A1,fmr0A2,aftw2,fmr1F1,fmr1F2,fmr1A1,fmr1A2,aftw2,fmr2F1,fmr2F2,fmr2A1,fmr2A2,aftw2,fmr3F1,fmr3F2,fmr3A1,fmr3A2,aftw2,fmr4F1,fmr4F2,fmr4A1,fmr4A2,aftw2
KS,Ellis County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",451,469,634,884,956,35.89%,17.94%,41.61%,20.80%,19.27%,39.31%,19.66%,45.58%,22.79%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,70.34%,35.17%,81.56%,40.78%,37.77%,76.07%,38.04%,88.20%,44.10%,40.85%
KS,Ellsworth County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,494,634,813,922,32.79%,16.39%,38.01%,19.01%,17.60%,43.21%,21.60%,50.10%,25.05%,21.11%,50.45%,25.23%,58.49%,29.25%,27.09%,64.69%,32.35%,75.01%,37.50%,34.74%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Finney County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",453,543,697,881,1181,36.05%,18.02%,41.79%,20.90%,19.35%,43.29%,21.64%,50.19%,25.10%,23.20%,55.46%,27.73%,64.31%,32.15%,29.78%,70.11%,35.05%,81.28%,40.64%,37.64%,93.98%,46.99%,108.96%,54.48%,50.46%
KS,Ford County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",508,544,676,861,1041,40.42%,20.21%,46.87%,23.43%,21.70%,44.72%,22.36%,51.85%,25.93%,23.24%,53.79%,26.90%,62.37%,31.18%,28.88%,68.51%,34.26%,79.44%,39.72%,36.79%,82.84%,41.42%,96.04%,48.02%,44.48%
KS,Franklin County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",453,562,760,947,1209,36.05%,18.02%,41.79%,20.90%,19.35%,46.95%,23.47%,54.43%,27.22%,24.01%,60.48%,30.24%,70.12%,35.06%,32.47%,75.36%,37.68%,87.37%,43.69%,40.46%,96.21%,48.10%,111.54%,55.77%,51.65%
KS,Geary County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",586,590,776,1118,1374,46.63%,23.32%,54.07%,27.03%,25.04%,42.57%,21.29%,49.36%,24.68%,25.21%,61.75%,30.88%,71.59%,35.80%,33.15%,88.97%,44.48%,103.15%,51.57%,47.77%,109.34%,54.67%,126.77%,63.38%,58.70%
KS,Gove County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,805,922,32.79%,16.39%,38.01%,19.01%,17.60%,42.57%,21.29%,49.36%,24.68%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,64.06%,32.03%,74.27%,37.14%,34.39%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Graham County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,934,937,32.79%,16.39%,38.01%,19.01%,17.60%,37.48%,18.74%,43.46%,21.73%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,74.32%,37.16%,86.17%,43.09%,39.91%,74.56%,37.28%,86.45%,43.22%,40.03%
KS,Grant County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,471,634,912,922,32.79%,16.39%,38.01%,19.01%,17.60%,41.22%,20.61%,47.79%,23.90%,20.12%,50.45%,25.23%,58.49%,29.25%,27.09%,72.57%,36.29%,84.14%,42.07%,38.97%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Gray County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,518,634,849,852,32.79%,16.39%,38.01%,19.01%,17.60%,37.48%,18.74%,43.46%,21.73%,22.13%,50.45%,25.23%,58.49%,29.25%,27.09%,67.56%,33.78%,78.33%,39.17%,36.27%,67.80%,33.90%,78.61%,39.30%,36.40%
KS,Greeley County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,471,634,790,866,32.79%,16.39%,38.01%,19.01%,17.60%,39.71%,19.85%,46.04%,23.02%,20.12%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,68.91%,34.46%,79.90%,39.95%,37.00%
KS,Greenwood County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,499,634,885,1030,32.79%,16.39%,38.01%,19.01%,17.60%,42.02%,21.01%,48.71%,24.36%,21.32%,50.45%,25.23%,58.49%,29.25%,27.09%,70.42%,35.21%,81.65%,40.83%,37.81%,81.96%,40.98%,95.03%,47.51%,44.01%
KS,Hamilton County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",461,528,710,884,1032,36.68%,18.34%,42.53%,21.27%,19.70%,38.28%,19.14%,44.38%,22.19%,22.56%,56.50%,28.25%,65.51%,32.75%,30.33%,70.34%,35.17%,81.56%,40.78%,37.77%,82.12%,41.06%,95.21%,47.61%,44.09%
KS,Harper County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,481,634,934,1116,32.79%,16.39%,38.01%,19.01%,17.60%,43.29%,21.64%,50.19%,25.10%,20.55%,50.45%,25.23%,58.49%,29.25%,27.09%,74.32%,37.16%,86.17%,43.09%,39.91%,88.81%,44.40%,102.96%,51.48%,47.68%
KS,Harvey County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",439,544,723,997,1099,34.93%,17.47%,40.50%,20.25%,18.76%,44.72%,22.36%,51.85%,25.93%,23.24%,57.53%,28.77%,66.71%,33.35%,30.89%,79.34%,39.67%,91.98%,45.99%,42.60%,87.45%,43.73%,101.40%,50.70%,46.95%
KS,Haskell County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",495,562,761,948,1189,39.39%,19.69%,45.67%,22.83%,21.15%,37.32%,18.66%,43.27%,21.64%,24.01%,60.56%,30.28%,70.21%,35.11%,32.51%,75.44%,37.72%,87.46%,43.73%,40.50%,94.62%,47.31%,109.70%,54.85%,50.80%
KS,Hodgeman County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,922,32.79%,16.39%,38.01%,19.01%,17.60%,42.02%,21.01%,48.71%,24.36%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Jackson County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",417,528,701,990,1202,33.18%,16.59%,38.47%,19.24%,17.82%,42.02%,21.01%,48.71%,24.36%,22.56%,55.78%,27.89%,64.68%,32.34%,29.95%,78.78%,39.39%,91.34%,45.67%,42.30%,95.65%,47.82%,110.90%,55.45%,51.36%
KS,Jefferson County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",417,528,701,990,1202,33.18%,16.59%,38.47%,19.24%,17.82%,42.57%,21.29%,49.36%,24.68%,22.56%,55.78%,27.89%,64.68%,32.34%,29.95%,78.78%,39.39%,91.34%,45.67%,42.30%,95.65%,47.82%,110.90%,55.45%,51.36%
KS,Jewell County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,865,905,32.79%,16.39%,38.01%,19.01%,17.60%,57.21%,28.61%,66.34%,33.17%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,68.83%,34.42%,79.81%,39.90%,36.96%,72.02%,36.01%,83.50%,41.75%,38.67%
KS,Johnson County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",559,719,891,1221,1360,44.48%,22.24%,51.57%,25.79%,23.88%,37.48%,18.74%,43.46%,21.73%,30.72%,70.90%,35.45%,82.21%,41.10%,38.07%,97.16%,48.58%,112.65%,56.33%,52.17%,108.22%,54.11%,125.48%,62.74%,58.11%
KS,Kearny County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,471,634,912,922,32.79%,16.39%,38.01%,19.01%,17.60%,43.05%,21.53%,49.91%,24.96%,20.12%,50.45%,25.23%,58.49%,29.25%,27.09%,72.57%,36.29%,84.14%,42.07%,38.97%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Kingman County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",417,541,642,800,1090,33.18%,16.59%,38.47%,19.24%,17.82%,42.57%,21.29%,49.36%,24.68%,23.11%,51.09%,25.54%,59.23%,29.62%,27.43%,63.66%,31.83%,73.81%,36.90%,34.18%,86.74%,43.37%,100.57%,50.28%,46.57%
KS,Kiowa County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,934,937,32.79%,16.39%,38.01%,19.01%,17.60%,37.32%,18.66%,43.27%,21.64%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,74.32%,37.16%,86.17%,43.09%,39.91%,74.56%,37.28%,86.45%,43.22%,40.03%
KS,Labette County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,37.48%,18.74%,43.46%,21.73%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Lane County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,471,634,790,922,32.79%,16.39%,38.01%,19.01%,17.60%,57.21%,28.61%,66.34%,33.17%,20.12%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Leavenworth County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",559,719,891,1221,1360,44.48%,22.24%,51.57%,25.79%,23.88%,42.81%,21.41%,49.64%,24.82%,30.72%,70.90%,35.45%,82.21%,41.10%,38.07%,97.16%,48.58%,112.65%,56.33%,52.17%,108.22%,54.11%,125.48%,62.74%,58.11%
KS,Lincoln County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",428,538,659,821,881,34.06%,17.03%,39.49%,19.74%,18.29%,57.21%,28.61%,66.34%,33.17%,22.99%,52.44%,26.22%,60.80%,30.40%,28.16%,65.33%,32.67%,75.75%,37.87%,35.08%,70.11%,35.05%,81.28%,40.64%,37.64%
KS,Linn County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",559,719,891,1221,1360,44.48%,22.24%,51.57%,25.79%,23.88%,37.32%,18.66%,43.27%,21.64%,30.72%,70.90%,35.45%,82.21%,41.10%,38.07%,97.16%,48.58%,112.65%,56.33%,52.17%,108.22%,54.11%,125.48%,62.74%,58.11%
KS,Logan County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,37.32%,18.66%,43.27%,21.64%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Lyon County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",377,469,634,857,861,30.00%,15.00%,34.78%,17.39%,16.11%,39.15%,19.58%,45.39%,22.70%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,68.20%,34.10%,79.07%,39.53%,36.62%,68.51%,34.26%,79.44%,39.72%,36.79%
KS,McPherson County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",433,492,666,829,890,34.46%,17.23%,39.95%,19.97%,18.50%,37.32%,18.66%,43.27%,21.64%,21.02%,53.00%,26.50%,61.45%,30.72%,28.45%,65.97%,32.98%,76.48%,38.24%,35.42%,70.82%,35.41%,82.11%,41.06%,38.03%
KS,Marion County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,39.39%,19.69%,45.67%,22.83%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Marshall County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",491,495,634,845,1044,39.07%,19.54%,45.30%,22.65%,20.98%,37.32%,18.66%,43.27%,21.64%,21.15%,50.45%,25.23%,58.49%,29.25%,27.09%,67.24%,33.62%,77.96%,38.98%,36.10%,83.08%,41.54%,96.32%,48.16%,44.61%
KS,Meade County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,57.21%,28.61%,66.34%,33.17%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Miami County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",559,719,891,1221,1360,44.48%,22.24%,51.57%,25.79%,23.88%,42.57%,21.29%,49.36%,24.68%,30.72%,70.90%,35.45%,82.21%,41.10%,38.07%,97.16%,48.58%,112.65%,56.33%,52.17%,108.22%,54.11%,125.48%,62.74%,58.11%
KS,Mitchell County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,934,962,32.79%,16.39%,38.01%,19.01%,17.60%,40.50%,20.25%,46.96%,23.48%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,74.32%,37.16%,86.17%,43.09%,39.91%,76.55%,38.28%,88.76%,44.38%,41.10%
KS,Montgomery County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",506,509,634,854,999,40.27%,20.13%,46.68%,23.34%,21.62%,40.66%,20.33%,47.15%,23.57%,21.75%,50.45%,25.23%,58.49%,29.25%,27.09%,67.96%,33.98%,78.79%,39.40%,36.49%,79.50%,39.75%,92.17%,46.08%,42.68%
KS,Morris County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,511,634,795,922,32.79%,16.39%,38.01%,19.01%,17.60%,38.99%,19.50%,45.21%,22.60%,21.83%,50.45%,25.23%,58.49%,29.25%,27.09%,63.26%,31.63%,73.35%,36.67%,33.97%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Morton County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,490,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,39.39%,19.69%,45.67%,22.83%,20.94%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Nemaha County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,495,634,934,937,32.79%,16.39%,38.01%,19.01%,17.60%,37.32%,18.66%,43.27%,21.64%,21.15%,50.45%,25.23%,58.49%,29.25%,27.09%,74.32%,37.16%,86.17%,43.09%,39.91%,74.56%,37.28%,86.45%,43.22%,40.03%
KS,Neosho County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,841,847,32.79%,16.39%,38.01%,19.01%,17.60%,42.57%,21.29%,49.36%,24.68%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,66.92%,33.46%,77.59%,38.80%,35.93%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Ness County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,790,989,32.79%,16.39%,38.01%,19.01%,17.60%,42.57%,21.29%,49.36%,24.68%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,78.70%,39.35%,91.25%,45.62%,42.26%
KS,Norton County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,907,922,32.79%,16.39%,38.01%,19.01%,17.60%,42.02%,21.01%,48.71%,24.36%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,72.18%,36.09%,83.68%,41.84%,38.75%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Osage County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",417,528,701,990,1202,33.18%,16.59%,38.47%,19.24%,17.82%,42.57%,21.29%,49.36%,24.68%,22.56%,55.78%,27.89%,64.68%,32.34%,29.95%,78.78%,39.39%,91.34%,45.67%,42.30%,95.65%,47.82%,110.90%,55.45%,51.36%
KS,Osborne County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,925,929,32.79%,16.39%,38.01%,19.01%,17.60%,43.77%,21.88%,50.74%,25.37%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,73.61%,36.80%,85.34%,42.67%,39.52%,73.93%,36.96%,85.71%,42.86%,39.69%
KS,Ottawa County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",432,550,665,980,1178,34.38%,17.19%,39.86%,19.93%,18.46%,37.32%,18.66%,43.27%,21.64%,23.50%,52.92%,26.46%,61.35%,30.68%,28.41%,77.98%,38.99%,90.42%,45.21%,41.87%,93.74%,46.87%,108.68%,54.34%,50.33%
KS,Pawnee County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,39.23%,19.62%,45.48%,22.74%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Phillips County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,493,634,924,1064,32.79%,16.39%,38.01%,19.01%,17.60%,46.95%,23.47%,54.43%,27.22%,21.06%,50.45%,25.23%,58.49%,29.25%,27.09%,73.53%,36.76%,85.25%,42.62%,39.48%,84.67%,42.33%,98.17%,49.08%,45.46%
KS,Pottawatomie County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",586,590,776,1118,1374,46.63%,23.32%,54.07%,27.03%,25.04%,38.20%,19.10%,44.29%,22.14%,25.21%,61.75%,30.88%,71.59%,35.80%,33.15%,88.97%,44.48%,103.15%,51.57%,47.77%,109.34%,54.67%,126.77%,63.38%,58.70%
KS,Pratt County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",422,480,650,810,869,33.58%,16.79%,38.93%,19.47%,18.03%,37.32%,18.66%,43.27%,21.64%,20.51%,51.72%,25.86%,59.97%,29.99%,27.77%,64.46%,32.23%,74.73%,37.37%,34.61%,69.15%,34.58%,80.18%,40.09%,37.13%
KS,Rawlins County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,922,32.79%,16.39%,38.01%,19.01%,17.60%,39.71%,19.85%,46.04%,23.02%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Reno County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",444,499,675,949,1011,35.33%,17.67%,40.96%,20.48%,18.97%,37.32%,18.66%,43.27%,21.64%,21.32%,53.71%,26.86%,62.28%,31.14%,28.84%,75.52%,37.76%,87.56%,43.78%,40.55%,80.45%,40.23%,93.28%,46.64%,43.20%
KS,Republic County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,38.44%,19.22%,44.56%,22.28%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Rice County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,483,634,858,969,32.79%,16.39%,38.01%,19.01%,17.60%,46.95%,23.47%,54.43%,27.22%,20.64%,50.45%,25.23%,58.49%,29.25%,27.09%,68.28%,34.14%,79.16%,39.58%,36.66%,77.11%,38.55%,89.40%,44.70%,41.40%
KS,Riley County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",586,590,776,1118,1374,46.63%,23.32%,54.07%,27.03%,25.04%,42.10%,21.05%,48.81%,24.40%,25.21%,61.75%,30.88%,71.59%,35.80%,33.15%,88.97%,44.48%,103.15%,51.57%,47.77%,109.34%,54.67%,126.77%,63.38%,58.70%
KS,Rooks County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,529,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,42.57%,21.29%,49.36%,24.68%,22.60%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Rush County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,855,922,32.79%,16.39%,38.01%,19.01%,17.60%,40.66%,20.33%,47.15%,23.57%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,68.04%,34.02%,78.88%,39.44%,36.53%,73.37%,36.68%,85.07%,42.53%,39.39%
KS,Russell County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",449,511,691,902,1034,35.73%,17.86%,41.43%,20.71%,19.18%,43.29%,21.64%,50.19%,25.10%,21.83%,54.99%,27.49%,63.75%,31.88%,29.52%,71.78%,35.89%,83.22%,41.61%,38.54%,82.28%,41.14%,95.40%,47.70%,44.18%
KS,Saline County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",533,544,694,897,1060,42.41%,21.21%,49.18%,24.59%,22.77%,37.48%,18.74%,43.46%,21.73%,23.24%,55.23%,27.61%,64.03%,32.01%,29.65%,71.38%,35.69%,82.76%,41.38%,38.32%,84.35%,42.18%,97.80%,48.90%,45.29%
KS,Scott County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,471,634,934,937,32.79%,16.39%,38.01%,19.01%,17.60%,43.29%,21.64%,50.19%,25.10%,20.12%,50.45%,25.23%,58.49%,29.25%,27.09%,74.32%,37.16%,86.17%,43.09%,39.91%,74.56%,37.28%,86.45%,43.22%,40.03%
KS,Sedgwick County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",439,544,723,997,1099,34.93%,17.47%,40.50%,20.25%,18.76%,46.15%,23.08%,53.51%,26.76%,23.24%,57.53%,28.77%,66.71%,33.35%,30.89%,79.34%,39.67%,91.98%,45.99%,42.60%,87.45%,43.73%,101.40%,50.70%,46.95%
KS,Seward County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",459,580,707,891,1048,36.53%,18.26%,42.35%,21.17%,19.61%,42.02%,21.01%,48.71%,24.36%,24.78%,56.26%,28.13%,65.23%,32.61%,30.21%,70.90%,35.45%,82.21%,41.10%,38.07%,83.40%,41.70%,96.69%,48.35%,44.78%
KS,Shawnee County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",417,528,701,990,1202,33.18%,16.59%,38.47%,19.24%,17.82%,37.32%,18.66%,43.27%,21.64%,22.56%,55.78%,27.89%,64.68%,32.34%,29.95%,78.78%,39.39%,91.34%,45.67%,42.30%,95.65%,47.82%,110.90%,55.45%,51.36%
KS,Sheridan County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,469,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,37.48%,18.74%,43.46%,21.73%,20.04%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Sherman County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,471,634,845,1123,32.79%,16.39%,38.01%,19.01%,17.60%,40.27%,20.13%,46.68%,23.34%,20.12%,50.45%,25.23%,58.49%,29.25%,27.09%,67.24%,33.62%,77.96%,38.98%,36.10%,89.36%,44.68%,103.61%,51.80%,47.98%
KS,Smith County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,506,634,934,937,32.79%,16.39%,38.01%,19.01%,17.60%,38.36%,19.18%,44.47%,22.24%,21.62%,50.45%,25.23%,58.49%,29.25%,27.09%,74.32%,37.16%,86.17%,43.09%,39.91%,74.56%,37.28%,86.45%,43.22%,40.03%
KS,Stafford County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,482,634,790,847,32.79%,16.39%,38.01%,19.01%,17.60%,37.48%,18.74%,43.46%,21.73%,20.59%,50.45%,25.23%,58.49%,29.25%,27.09%,62.86%,31.43%,72.89%,36.44%,33.75%,67.40%,33.70%,78.15%,39.07%,36.19%
KS,Stanton County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,471,634,856,902,32.79%,16.39%,38.01%,19.01%,17.60%,42.33%,21.17%,49.08%,24.54%,20.12%,50.45%,25.23%,58.49%,29.25%,27.09%,68.12%,34.06%,78.98%,39.49%,36.57%,71.78%,35.89%,83.22%,41.61%,38.54%
KS,Stevens County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",468,532,720,897,1047,37.24%,18.62%,43.18%,21.59%,20.00%,37.56%,18.78%,43.55%,21.77%,22.73%,57.29%,28.65%,66.43%,33.21%,30.76%,71.38%,35.69%,82.76%,41.38%,38.32%,83.32%,41.66%,96.60%,48.30%,44.73%
KS,Sumner County,1,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",469,472,639,850,1132,37.32%,18.66%,43.27%,21.64%,20.04%,42.57%,21.29%,49.36%,24.68%,20.17%,50.85%,25.42%,58.96%,29.48%,27.30%,67.64%,33.82%,78.42%,39.21%,36.32%,90.08%,45.04%,104.44%,52.22%,48.36%
KS,Thomas County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",412,535,634,909,1123,32.79%,16.39%,38.01%,19.01%,17.60%,37.40%,18.70%,43.36%,21.68%,22.86%,50.45%,25.23%,58.49%,29.25%,27.09%,72.33%,36.17%,83.87%,41.93%,38.84%,89.36%,44.68%,103.61%,51.80%,47.98%
KS,Trego County,0,$7.25,"$15,080.00","$30,160.00","$13,006.50","$26,013.00","$28,086.50",413,470,636,937,940,32.86%,16.43%,38.10%,19.05%,17.65%,42.02%,21.01%,48.71%,24.36%,20.08%,50.61%,25.31%,58.68%,29.34%,27.17%,74.56%,37.28%,86.45%,43.22%,40.03%,74.80%,37.40%,86.73%,43.36%,40.16%
